Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;03.09.2017;17:30;101104;Bremen-Kattenesch, Gymnasium Obervieland;111004;BrL M;Bremenliga M;TuS Komet Arsten;SV Hemelingen;="25:24";="12:11";Pasuki Bahram;HSG Stedingen 2016;;;;;;
Sun.;03.09.2017;17:30;606105;Lilienthal-Falkenberg, Schoofmoor I;331004;BrL MJC;Bremenliga MJC;TV Lilienthal;SG Findorff;="24:21";="13:10";Bartschies Vilja;TuS Tarmstedt;Vehring Silke;TuS Tarmstedt;;;;
Sun.;03.09.2017;18:15;101113;Bremen-Woltmershausen, MZH Roter Sand;152004;LL MJC;Landesliga MJC Nord;TS Woltmershausen;HSG Grüppenb./Bookholzb.;="24:20";="12:9";Renken Ingo;ATSV Habenhausen;;;;;;
Sun.;03.09.2017;18:30;101130;Bremen-Hastedt, VH Hastedter TSV;131004;StL B M;Stadtliga B M;SG HC Bremen/Hastedt III;SC Weyhe II;="28:13";="8:5";Honschopp Thomas;SG HC Bremen/Hastedt;Ortmann Dieter;SC Weyhe;;;;
Wed.;06.09.2017;17:10;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;351002;V mE;Vorrunde A MJE;ATSV Habenhausen;HSG Lesum/St.Magnus II;="52:2";="31:1";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Wed.;06.09.2017;17:40;101160;Bremen-Lesum, VH Lesum/St. Magnus;341004;Vor MJD;Vorrunde A MJD;JMSG Bremen-Nord;SG Findorff;="15:11";="5:4";Poplawski Romek;HSG Lesum/St.Magnus;;;;;;
Sat.;09.09.2017;09:00;606108;Schwanewede, Heideschule;452004;V wE;Vorrunde B WJE;HSG Schwanewede/Nk. II;TV Lilienthal;="15:16";="5:6";Hesser Philip;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;09.09.2017;10:00;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;352004;V mE;Vorrunde B MJE;SVGO Bremen;HV Grasberg;="15:10";="6:3";Wichmann Gerd;SG Findorff;;;;;;
Sat.;09.09.2017;10:20;606108;Schwanewede, Heideschule;354004;V mE;Vorrunde D MJE;HSG Schwanewede/Nk. II;TV Lilienthal;="23:9";="12:2";Hesser Philip;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;09.09.2017;10:30;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;451004;V wE;Vorrunde A WJE;TuS Komet Arsten;TV Lilienthal II;="28:2";="14:2";Menge Anna-Lena;TuS Komet Arsten;;;;;;
Sat.;09.09.2017;11:15;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;431007;BrL WJC;Bremenliga WJC;SVGO Bremen;TuSG Ritterhude;="13:19";="7:14";Pokall Lars;HSG Vegesack/Hammersbeck;;;;;;
Sat.;09.09.2017;11:45;606108;Schwanewede, Heideschule;352005;V mE;Vorrunde B MJE;HSG Schwanewede/Nk.;ATSV Habenhausen II;="0:0";="0:0";HSG Schwanewede/Neuenkirchen SR;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;09.09.2017;12:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;321004;BrL MJB;Bremenliga MJB ;SV Werder Bremen;HSG Schwanewede/Nk. II;="41:20";="18:7";Kessler Frank;TuS Sulingen;;;;;;
Sat.;09.09.2017;12:45;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;443003;Vor WJD;Vorrunde C WJD;SVGO Bremen;TuS Komet Arsten II;="16:15";="11:6";Zachow Ilka;SVGO Bremen;;;;;;
Sat.;09.09.2017;12:45;813028;Delmenhorst, SH Am Wehrhahn ;443004;V wE;Vorrunde C WJE;HSG Delmenhorst II;SV Werder Bremen II;="11:1";="3:0";Braunschweig Fynn;HSG Delmenhorst;;;;;;
Sat.;09.09.2017;13:15;606108;Schwanewede, Heideschule;143012;VR OL MJB;Vor. Oberliga MJB Nord;HSG Schwanewede/Nk.;HG Jever/Schortens;="30:18";="15:8";Rohlfs Uwe;HSG Mittelweser/Eystrup;;;;;;
Sat.;09.09.2017;13:30;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;431008;BrL WJC;Bremenliga WJC;SG Arbergen-Mahndorf;SV Werder Bremen II;="18:29";="10:15";Schmitz Hendrick;HSG Delmenhorst;Meissner Jonas;HSG Delmenhorst;;;;
Sat.;09.09.2017;13:30;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;303012;ROL MJA (Ü);ROL MJA Nord;TuS Komet Arsten;HSG Schwanewede/Nk.;="16:25";="5:14";Stehmeier Björn;TuS Komet Arsten;;;;;;
Sat.;09.09.2017;14:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;210004;LK F KRAGE;Landesklasse F KRAGE;SV Werder Bremen III;ATSV Habenhausen II;="24:23";="11:10";Hellmig Axel;TS Woltmershausen;Hellmig Mirco;TS Woltmershausen;;;;
Sat.;09.09.2017;14:00;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;121006;StL A M;Stadtliga A M;SVGO Bremen IV;HSG Lesum/St.Magnus II;="30:19";="16:12";Brink Michael;SG Findorff;;;;;;
Sat.;09.09.2017;14:15;813028;Delmenhorst, SH Am Wehrhahn ;451005;V wE;Vorrunde A WJE;HSG Delmenhorst;JMSG Bremen-Nord;="18:10";="8:6";Braunschweig Fynn;HSG Delmenhorst;Wind Lukas;HSG Delmenhorst;;;;
Sat.;09.09.2017;14:20;101160;Bremen-Lesum, VH Lesum/St. Magnus;331005;BrL MJC;Bremenliga MJC;JMSG Bremen-Nord;SG Arbergen-Mahndorf;="15:21";="4:11";VSK Osterholz-Scharmbeck SR;VSK Osterholz-Scharmbeck;;;;;;
Sat.;09.09.2017;14:30;606107;Grasberg, SH;452005;V wE;Vorrunde B WJE;HV Grasberg;SV Werder Bremen;="2:22";="1:13";Plöger Paul;Handballverein Grasberg 2010 e.V.;Plöger Hanna;Handballverein Grasberg 2010 e.V.;;;;
Sat.;09.09.2017;14:30;101113;Bremen-Woltmershausen, MZH Roter Sand;343005;Vor MJD;Vorrunde C MJD;TS Woltmershausen;TV Lilienthal;="34:17";="19:8";Weiß Kim Dunja;TS Woltmershausen;;;;;;
Sat.;09.09.2017;15:00;101108;Bremen-Neustadt, Bezirkssportanlage Süd;211003;BrL F;Bremenliga F;SG Buntentor/Neustadt;HSG Delmenhorst II;="30:16";="13:8";Mügge Holger;TuS Komet Arsten;Tjardes André;TuS Komet Arsten;;;;
Sat.;09.09.2017;15:00;606108;Schwanewede, Heideschule;150006;OL MJC;Oberliga MJC West;HSG Schwanewede/Nk.;JSG Wilhelmshaven;="31:28";="14:16";Rohlfs Uwe;HSG Mittelweser/Eystrup;;;;;;
Sat.;09.09.2017;15:30;813024;Delmenhorst, SH Am Stadion ;150007;OL MJC;Oberliga MJC West;HSG Delmenhorst;HSG Exten-Rinteln;="26:30";="11:15";Schminke Stefan;SG Findorff;;;;;;
Sat.;09.09.2017;15:45;813028;Delmenhorst, SH Am Wehrhahn ;351003;V mE;Vorrunde A MJE;HSG Delmenhorst;SG HC Bremen/Hastedt;="0:0";="0:0";HSG Delmenhorst SR;HSG Delmenhorst;;;;;;
Sat.;09.09.2017;15:50;101113;Bremen-Woltmershausen, MZH Roter Sand;431009;BrL WJC;Bremenliga WJC;TS Woltmershausen;SG HC Bremen/Hastedt;="26:22";="10:13";Meier Lukas;ATSV Habenhausen;Schäfer Lukas;ATSV Habenhausen;;;;
Sat.;09.09.2017;15:50;101160;Bremen-Lesum, VH Lesum/St. Magnus;351004;V mE;Vorrunde A MJE;HSG Lesum/St.Magnus II;HSG Stedingen 2016;="5:2";="2:2";Fitschen Viviane;HSG Lesum/St.Magnus;;;;;;
Sat.;09.09.2017;16:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;165007;LL WJA;Landesliga WJA Nord;ATSV Habenhausen;SG SV F-fehn./TuS P-fehn;="27:23";="14:18";Wachowiak Nikolai;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;09.09.2017;16:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;107010;OL F;Oberliga F Nordsee;SV Werder Bremen II;SG SV F-fehn./TuS P-fehn;="26:28";="11:12";Bujalla Heiko;TV Oyten;Hustedt Volkmar;TSV Daverden;;;;
Sat.;09.09.2017;16:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;321005;BrL MJB;Bremenliga MJB ;SVGO Bremen;HSG Lesum/St.Magnus;="37:20";="18:10";Brink Michael;SG Findorff;;;;;;
Sat.;09.09.2017;16:45;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;210005;LK F KRAGE;Landesklasse F KRAGE;SG Arbergen-Mahndorf;HSG Bützfleth/Drochtersen II;="25:20";="15:9";Klimach Michael;SVGO Bremen;Pakendorf Kai;SVGO Bremen;;;;
Sat.;09.09.2017;17:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;210007;LK F KRAGE;Landesklasse F KRAGE;TuS Komet Arsten II;TS Woltmershausen;="23:25";="14:14";Lichtenberg Marcel;SG HC Bremen/Hastedt;;;;;;
Sat.;09.09.2017;17:00;606108;Schwanewede, Heideschule;106008;LL M;Landesliga M Bremen;HSG Schwanewede/Nk. II;SG HC Bremen/Hastedt II;="28:33";="17:17";Ahlf Fabian;VfL Horneburg;Hebestreit Marcel;TUS Jahn Hollenstedt;;;;
Sat.;09.09.2017;17:15;813024;Delmenhorst, SH Am Stadion ;165009;LL WJA;Landesliga WJA Nord;HSG Delmenhorst;VfL Oldenburg II;="19:28";="10:14";Korsch Stefan;TV Langen;Reinke Stephan;TV Langen;;;;
Sat.;09.09.2017;17:20;101113;Bremen-Woltmershausen, MZH Roter Sand;211004;BrL F;Bremenliga F;TS Woltmershausen II;SVGO Bremen II;="0:0";="0:0";Hörner Colin;HSG Delmenhorst;Hörner Marlin;HSG Delmenhorst;;;;
Sat.;09.09.2017;18:00;606107;Grasberg, SH;200007;LK M KRAGE;Landesklasse M KRAGE;HV Grasberg;TSV Altenwalde;="33:30";="17:14";Janßen Jürgen;HSG Delmenhorst;;;;;;
Sat.;09.09.2017;19:00;606108;Schwanewede, Heideschule;111008;BrL M;Bremenliga M;HSG Schwanewede/Nk. III;TuS Komet Arsten;="22:25";="10:12";Pasuki Bahram;HSG Stedingen 2016;;;;;;
Sat.;09.09.2017;19:00;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;200008;LK M KRAGE;Landesklasse M KRAGE;SG Arbergen-Mahndorf;HSG Bruchhausen-Vilsen;="29:21";="21:13";Körner Wilfried;HSG Delmenhorst;Timmermann Jürgen;HSG Delmenhorst;;;;
Sat.;09.09.2017;19:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;108007;LL F;Landesliga F Bremen;TuS Komet Arsten;HSG Delmenhorst;="20:22";="16:12";Bohling Jens;HSG Cluvenhagen/Langwedel;Lühning Heiko;TSV Walle;;;;
Sat.;09.09.2017;19:15;813024;Delmenhorst, SH Am Stadion ;106010;LL M;Landesliga M Bremen;HSG Delmenhorst II;TSV Daverden;="33:37";="14:17";Korsch Stefan;TV Langen;Reinke Stephan;TV Langen;;;;
Sat.;09.09.2017;19:30;101130;Bremen-Hastedt, VH Hastedter TSV;103012;OL M;Oberliga M Nordsee;SG HC Bremen/Hastedt;HSG Barnstorf/Diepholz;="17:26";="13:11";Bujalla Heiko;TV Oyten;Hustedt Volkmar;TSV Daverden;;;;
Sun.;10.09.2017;09:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;342005;Vor MJD;Vorrunde B MJD;ATSV Habenhausen;HSG Schwanewede/Nk.;="12:22";="3:9";Voigts Steffen;ATSV Habenhausen;;;;;;
Sun.;10.09.2017;10:00;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;0;Kurzbezeichnung;10.09. OT Bremen;Begrüßung;Vielseitigkeit;="0:0";="0:0";;;;;;;;
Sun.;10.09.2017;10:00;101184;Ritterhude, SZ;353004;V mE;Vorrunde C MJE;TuSG Ritterhude;HSG Lesum/St.Magnus;="6:24";="3:10";Harjes Katrin;TuSG Ritterhude;Hofmann Timo;TuSG Ritterhude;;;;
Sun.;10.09.2017;10:30;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;1;Kurzbezeichnung;10.09. OT Bremen;TSV OT Bremen;HSG Cluvenhagen/Langwedel;="0:0";="0:0";;;;;;;;
Sun.;10.09.2017;10:45;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;121008;StL A M;Stadtliga A M;ATSV Habenhausen IV;HSG Delmenhorst IV;="25:23";="12:12";Kessler Frank;TuS Sulingen;;;;;;
Sun.;10.09.2017;10:55;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;2;Kurzbezeichnung;10.09. OT Bremen;TV Oyten;TSV Daverden;="0:0";="0:0";;;;;;;;
Sun.;10.09.2017;11:00;101104;Bremen-Kattenesch, Gymnasium Obervieland;431010;BrL WJC;Bremenliga WJC;TuS Komet Arsten III;TV Lilienthal;="36:12";="19:7";Theilig Tanja;TuS Komet Arsten;;;;;;
Sun.;10.09.2017;11:00;813024;Delmenhorst, SH Am Stadion ;341005;Vor MJD;Vorrunde A MJD;HSG Delmenhorst;SG Arbergen-Mahndorf;="12:27";="8:11";HSG Delmenhorst SR;HSG Delmenhorst;;;;;;
Sun.;10.09.2017;11:00;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;443005;V wE;Vorrunde C WJE;SG Arbergen-Mahndorf;TuSG Ritterhude;="0:0";="0:0";SG Arbergen-Mahndorf SR;SG Arbergen-Mahndorf;;;;;;
Sun.;10.09.2017;11:00;101166;Bremen-Farge, Vereinshalle TSV Farge-Rekum;354005;V mE;Vorrunde D MJE;TSV Farge-Rekum;TuS Komet Arsten;="13:26";="5:17";Krafzik Rainer;TSV Farge-Rekum;;;;;;
Sun.;10.09.2017;11:20;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;3;Kurzbezeichnung;10.09. OT Bremen;HSG Cluvenhagen/Langwedel;TV Oyten;="0:0";="0:0";;;;;;;;
Sun.;10.09.2017;11:30;606108;Schwanewede, Heideschule;451006;V wE;Vorrunde A WJE;HSG Schwanewede/Nk.;SVGO Bremen;="14:9";="4:3";Morisse Mike;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;10.09.2017;11:45;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;4;Kurzbezeichnung;10.09. OT Bremen;TSV Daverden;TSV OT Bremen;="0:0";="0:0";;;;;;;;
Sun.;10.09.2017;12:10;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;5;Kurzbezeichnung;10.09. OT Bremen;HSG Cluvenhagen/Langwedel;TSV Daverden;="0:0";="0:0";;;;;;;;
Sun.;10.09.2017;12:30;606101;Osterholz-Scharmbeck, KSH;353006;V mE;Vorrunde C MJE;VSK Osterholz-Scharmbeck;TS Woltmershausen;="9:25";="4:10";Werner Thorben;VfL Westercelle;;;;;;
Sun.;10.09.2017;12:35;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;6;Kurzbezeichnung;10.09. OT Bremen;TSV OT Bremen;TV Oyten;="0:0";="0:0";;;;;;;;
Sun.;10.09.2017;12:45;101165;Bremen-Aumund, Oberschule Lerchenstrasse;441003;Vor WJD;Vorrunde A WJD;HSG Vegesack/Hammersbeck;HSG Schwanewede/Nk.;="7:10";="4:5";Brand Peter;HSG Vegesack/Hammersbeck;;;;;;
Sun.;10.09.2017;12:45;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;187008;VR OL WJC;Vorrunde OL WJC Mitte;ATSV Habenhausen;HSG PHOENIX;="21:23";="11:11";Mielke Ulf;TuS Komet Arsten;Uhlenberg Torsten;TuS Komet Arsten;;;;
Sun.;10.09.2017;13:00;813024;Delmenhorst, SH Am Stadion ;145012;LL MJB;Landesliga MJB Nord;HSG Delmenhorst;HSG Grüppenb./Bookholzb.;="32:20";="16:11";Klingner Carsten;SV Werder Bremen;;;;;;
Sun.;10.09.2017;13:00;101130;Bremen-Hastedt, VH Hastedter TSV;152006;LL MJC;Landesliga MJC Nord;SG HC Bremen/Hastedt II;HSG Bützfleth/Drochtersen;="30:25";="18:13";Röwer Lars;ATSV Habenhausen;;;;;;
Sun.;10.09.2017;13:00;101184;Ritterhude, SZ;401014;ROL WJA (Ü);ROL WJA Mitte;TuSG Ritterhude II;Hagener SV;="13:34";="5:14";Pomorski Florian;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;10.09.2017;13:00;606108;Schwanewede, Heideschule;341006;Vor MJD;Vorrunde A MJD;HSG Schwanewede/Nk. II;SG HC Bremen/Hastedt II;="15:17";="4:4";Morisse Mike;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;10.09.2017;14:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;174013;VR OL WJB;Vor. Oberliga WJB West;SV Werder Bremen;HSG Osnabrück;="26:22";="14:11";Becker Thoralf;TS Hoykenkamp;Schumacher Elke;Elsflether TB;;;;
Sun.;10.09.2017;14:00;101101;Leeste, Kooperative Gesamtschule Leeste I;342006;Vor MJD;Vorrunde B MJD;SC Weyhe;SVGO Bremen;="4:20";="1:9";Meyer-Lankenau Heinz;SC Weyhe;;;;;;
Sun.;10.09.2017;14:00;101130;Bremen-Hastedt, VH Hastedter TSV;452006;V wE;Vorrunde B WJE;SG HC Bremen/Hastedt;TuS Komet Arsten II;="14:7";="8:4";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;10.09.2017;14:15;606101;Osterholz-Scharmbeck, KSH;321006;BrL MJB;Bremenliga MJB ;VSK Osterholz-Scharmbeck;HSG Delmenhorst II;="15:14";="7:9";Hesser Philip;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;10.09.2017;14:15;101165;Bremen-Aumund, Oberschule Lerchenstrasse;231001;StL B F;Stadtliga B F;HSG Vegesack/Hammersbeck II;Polizei SV;="11:13";="5:5";Greulich Nico;SVGO Bremen;;;;;;
Sun.;10.09.2017;14:30;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;16009;RL MJB;ROL MJB;TSV OT Bremen;HSG PHOENIX;="33:24";="16:8";Kappermann Detlef;TuS Sulingen;;;;;;
Sun.;10.09.2017;14:45;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;106011;LL M;Landesliga M Bremen;ATSV Habenhausen III;VfL Horneburg;="18:45";="7:22";Mielke Ulf;TuS Komet Arsten;Uhlenberg Torsten;TuS Komet Arsten;;;;
Sun.;10.09.2017;14:45;101104;Bremen-Kattenesch, Gymnasium Obervieland;150008;OL MJC;Oberliga MJC West;SG HC Bremen/Hastedt;OHV Aurich;="27:33";="11:13";Eilers Max;TSV Großenkneten;Jandt Phillip;TSG Hatten-Sandkrug;;;;
Sun.;10.09.2017;15:00;606108;Schwanewede, Heideschule;431011;BrL WJC;Bremenliga WJC;HSG Schwanewede/Nk.;HSG Vegesack/Hammersbeck;="31:16";="16:7";Spliethöver Maximilian;TSV Farge-Rekum;Bates Ulrich;TSV Farge-Rekum;;;;
Sun.;10.09.2017;15:00;606107;Grasberg, SH;442003;Vor WJD;Vorrunde B WJD;HV Grasberg;SG Arbergen-Mahndorf;="0:32";="0:18";Hinz Anja;Handballverein Grasberg 2010 e.V.;;;;;;
Sun.;10.09.2017;15:55;101184;Ritterhude, SZ;303015;ROL MJA (Ü);ROL MJA Nord;TuSG Ritterhude;HSG Blexer TB/SVN;="26:37";="11:13";Pokall Lars;HSG Vegesack/Hammersbeck;;;;;;
Sun.;10.09.2017;16:00;101165;Bremen-Aumund, Oberschule Lerchenstrasse;211005;BrL F;Bremenliga F;HSG Vegesack/Hammersbeck;HSG Lesum/St.Magnus;="18:14";="10:6";Klimach Michael;SVGO Bremen;Pakendorf Kai;SVGO Bremen;;;;
Sun.;10.09.2017;16:00;101130;Bremen-Hastedt, VH Hastedter TSV;108008;LL F;Landesliga F Bremen;SG HC Bremen/Hastedt;TSV Bremervörde;="22:22";="10:11";Klün Conny;ATSV Habenhausen;Renken Ingo;ATSV Habenhausen;;;;
Sun.;10.09.2017;16:00;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;14006;RL F;RL F;TSV OT Bremen;HSG Mittelweser/Eystrup II;="24:26";="13:12";Kappermann Detlef;TuS Sulingen;;;;;;
Sun.;10.09.2017;16:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;131007;StL B M;Stadtliga B M;SV Werder Bremen II;SV Werder Bremen III;="24:21";="9:11";Kessler Frank;TuS Sulingen;;;;;;
Sun.;10.09.2017;16:30;101104;Bremen-Kattenesch, Gymnasium Obervieland;152009;LL MJC;Landesliga MJC Nord;TuS Komet Arsten;JSG TVL/LTS/Spaden;="17:33";="5:14";Eilers Max;TSV Großenkneten;Jandt Phillip;TSG Hatten-Sandkrug;;;;
Sun.;10.09.2017;16:30;606107;Grasberg, SH;343006;Vor MJD;Vorrunde C MJD;HV Grasberg;SG HC Bremen/Hastedt;="4:34";="4:16";Hinz Anja;Handballverein Grasberg 2010 e.V.;;;;;;
Sun.;10.09.2017;17:00;606108;Schwanewede, Heideschule;331006;BrL MJC;Bremenliga MJC;HSG Schwanewede/Nk. II;VSK Osterholz-Scharmbeck;="14:15";="10:10";Spliethöver Maximilian;TSV Farge-Rekum;Bates Ulrich;TSV Farge-Rekum;;;;
Sun.;10.09.2017;17:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;103014;OL M;Oberliga M Nordsee;ATSV Habenhausen II;TuS Rotenburg;="29:30";="20:15";Bendtsen Dennis;VfL Horneburg;Peper Jens;VfL Horneburg;;;;
Sun.;10.09.2017;17:00;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;121010;StL A M;Stadtliga A M;SG Arbergen-Mahndorf II;SG Buntentor/Neustadt II;="22:20";="9:9";Wichmann Gerd;SG Findorff;;;;;;
Sun.;10.09.2017;17:45;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;11010;RL M;RL  M;TSV OT Bremen;HSG Mittelweser/Eystrup II;="21:28";="9:12";Kappermann Detlef;TuS Sulingen;;;;;;
Sun.;10.09.2017;18:00;101184;Ritterhude, SZ;131008;StL B M;Stadtliga B M;TuSG Ritterhude;SC Weyhe;="18:20";="8:12";Pomorski Florian;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;10.09.2017;18:15;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;187009;VR OL WJC;Vorrunde OL WJC Mitte;TuS Komet Arsten;TV Oyten;="17:17";="10:9";Burchhardt Julia;TS Woltmershausen;Feldmann Jörg;TS Woltmershausen;;;;
Sun.;10.09.2017;18:30;101104;Bremen-Kattenesch, Gymnasium Obervieland;176008;LL WJB;Landesliga WJB Ost;TuS Komet Arsten;TV Lilienthal;="15:20";="8:10";Voigts Steffen;ATSV Habenhausen;;;;;;
Tue.;12.09.2017;16:45;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;187010;VR OL WJC;Vorrunde OL WJC Mitte;ATSV Habenhausen;TV Oyten;="12:25";="5:11";Morgenstern Manuel;TSV Daverden;;;;;;
Tue.;12.09.2017;17:30;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;352006;V mE;Vorrunde B MJE;SV Werder Bremen;TuS Komet Arsten II;="30:2";="17:1";Kohlmeier Mareike;SV Werder Bremen;König Celina;SV Werder Bremen;;;;
Wed.;13.09.2017;18:45;101104;Bremen-Kattenesch, Gymnasium Obervieland;342008;Vor MJD;Vorrunde B MJD;TuS Komet Arsten wD III;HSG Schwanewede/Nk.;="27:14";="13:8";Theilig Per;TuS Komet Arsten;;;;;;
Wed.;13.09.2017;18:45;813028;Delmenhorst, SH Am Wehrhahn ;187011;VR OL WJC;Vorrunde OL WJC Mitte;HSG Delmenhorst;TuS Komet Arsten;="13:29";="10:12";Renken Ingo;ATSV Habenhausen;;;;;;
Wed.;13.09.2017;20:15;101121;Bremen-Hemelingen, Wilhelm-Olbers-Schule Drebberstr.;211007;BrL F;Bremenliga F;SG Arbergen-Mahndorf II;Bremen 1860;="19:19";="11:7";Stark Manfred;SV Werder Bremen;;;;;;
Thu.;14.09.2017;17:10;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;331007;BrL MJC;Bremenliga MJC;ATSV Habenhausen;SV Werder Bremen II;="53:8";="22:2";SG Findorff SR;SG Findorff;;;;;;
Thu.;14.09.2017;18:00;101113;Bremen-Woltmershausen, MZH Roter Sand;443004;Vor WJD;Vorrunde C WJD;TS Woltmershausen;TuS Komet Arsten II;="30:25";="17:14";Troycke Stefan;TS Woltmershausen;;;;;;
Fri.;15.09.2017;16:15;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;442004;Vor WJD;Vorrunde B WJD;SV Werder Bremen II;ATSV Habenhausen;="10:22";="6:13";Kohlmeier Mareike;SV Werder Bremen;König Celina;SV Werder Bremen;;;;
Fri.;15.09.2017;16:45;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;443006;V wE;Vorrunde C WJE;SG Findorff;ATSV Habenhausen;="23:9";="12:5";Tiedemann Thorsten;SG Findorff;;;;;;
Fri.;15.09.2017;17:45;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;189016;VR OL WJC;Vorrunde OL WJC Nordwest;SV Werder Bremen;JSG Wilhelmshaven;="23:17";="12:7";Gardianczik Manfred;SVGO Bremen;;;;;;
Fri.;15.09.2017;18:00;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;354006;V mE;Vorrunde D MJE;SG Findorff;TS Woltmershausen II;="10:11";="4:3";Tiedemann Thorsten;SG Findorff;;;;;;
Sat.;16.09.2017;09:30;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;452007;V wE;Vorrunde B WJE;SV Werder Bremen;TuS Komet Arsten II;="19:1";="7:0";Beckmann Dana;SV Werder Bremen;;;;;;
Sat.;16.09.2017;10:00;101184;Ritterhude, SZ;431012;BrL WJC;Bremenliga WJC;TuSG Ritterhude;HSG Schwanewede/Nk.;="5:35";="3:16";Pokall Lars;HSG Vegesack/Hammersbeck;;;;;;
Sat.;16.09.2017;10:00;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;342007;Vor MJD;Vorrunde B MJD;SVGO Bremen;TuS Komet Arsten;="11:33";="7:11";Zachow Ilka;SVGO Bremen;;;;;;
Sat.;16.09.2017;10:30;101130;Bremen-Hastedt, VH Hastedter TSV;431013;BrL WJC;Bremenliga WJC;SG HC Bremen/Hastedt;SVGO Bremen;="0:0";="0:0";Heiler Stephanie;SG Findorff;;;;;;
Sat.;16.09.2017;11:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;443007;V wE;Vorrunde C WJE;SV Werder Bremen II;TuSG Ritterhude;="8:2";="4:1";Beckmann Dana;SV Werder Bremen;;;;;;
Sat.;16.09.2017;11:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;303016;ROL MJA (Ü);ROL MJA Nord;SVGO Bremen;SVGO Bremen II;="23:24";="11:8";Lichtenberg Marcel;SG HC Bremen/Hastedt;;;;;;
