Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;24.09.2017;12:30;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;331012;BrL MJC;Bremenliga MJC;SG Arbergen-Mahndorf;SVGO Bremen;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;24.09.2017;12:30;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;187017;VR OL WJC;Vorrunde OL WJC Mitte;TuS Komet Arsten;HSG PHOENIX;="0:0";="0:0";Räcker Lars;TS Woltmershausen;;;;;;
Sun.;24.09.2017;13:00;606108;Schwanewede, Heideschule;331013;BrL MJC;Bremenliga MJC;HSG Schwanewede/Nk. II;SG Findorff;="0:0";="0:0";Rüdebusch Jan Hendrik;HSG Delmenhorst;;;;;;
Sun.;24.09.2017;13:00;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;135019;LL MJA;Landesliga MJA Nord;SG Findorff;SG Arbergen-Mahndorf;="0:0";="0:0";Klün Conny;ATSV Habenhausen;Renken Ingo;ATSV Habenhausen;;;;
Sun.;24.09.2017;13:00;101130;Bremen-Hastedt, VH Hastedter TSV;152017;LL MJC;Landesliga MJC Nord;SG HC Bremen/Hastedt II;TS Woltmershausen;="0:0";="0:0";Bursky Marius;TSV Altenwalde;Schäfer Björn;HSG Schwanewede/Neuenkirchen;;;;
Sun.;24.09.2017;13:00;101113;Bremen-Woltmershausen, MZH Roter Sand;443008;Vor WJD;Vorrunde C WJD;TS Woltmershausen;TV Lilienthal;="0:0";="0:0";TS Woltmershausen SR;TS Woltmershausen;;;;;;
Sun.;24.09.2017;13:30;813024;Delmenhorst, SH Am Stadion ;176014;LL WJB;Landesliga WJB Ost;HSG Delmenhorst;MTV Tostedt;="0:0";="0:0";Grow Markus;HSG Stedingen 2016;;;;;;
Sun.;24.09.2017;13:30;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;442007;Vor WJD;Vorrunde B WJD;SV Werder Bremen II;HV Grasberg;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sun.;24.09.2017;14:00;101160;Bremen-Lesum, VH Lesum/St. Magnus;331014;BrL MJC;Bremenliga MJC;JMSG Bremen-Nord;SV Werder Bremen II;="0:0";="0:0";Bates Ulrich;TSV Farge-Rekum;;;;;;
Sun.;24.09.2017;14:00;101161;Bremen-Marßel, Bezirkssportanlage Marßel;431019;BrL WJC;Bremenliga WJC;SVGO Bremen;SV Werder Bremen II;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sun.;24.09.2017;14:15;101113;Bremen-Woltmershausen, MZH Roter Sand;431020;BrL WJC;Bremenliga WJC;TS Woltmershausen;TV Lilienthal;="0:0";="0:0";SC Weyhe SR;SC Weyhe;;;;;;
Sun.;24.09.2017;14:15;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;165017;LL WJA;Landesliga WJA Nord;TuS Komet Arsten;VfL Stade;="0:0";="0:0";Voigts Steffen;ATSV Habenhausen;Wendt Jan-Hendrik;ATSV Habenhausen;;;;
Sun.;24.09.2017;14:15;606101;Osterholz-Scharmbeck, KSH;441008;Vor WJD;Vorrunde A WJD;VSK Osterholz-Scharmbeck;HSG Schwanewede/Nk.;="0:0";="0:0";VSK Osterholz-Scharmbeck SR;VSK Osterholz-Scharmbeck;;;;;;
Sun.;24.09.2017;14:30;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;431021;BrL WJC;Bremenliga WJC;SG Arbergen-Mahndorf;SG Findorff;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;24.09.2017;14:30;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;16018;RL MJB;ROL MJB;TSV OT Bremen;HSG Stuhr;="0:0";="0:0";HSG Stedingen SR;HSG Stedingen 2016;;;;;;
Sun.;24.09.2017;14:30;101165;Bremen-Aumund, Oberschule Lerchenstrasse;451012;V wE;Vorrunde A WJE;JMSG Bremen-Nord;TV Lilienthal II;="0:0";="0:0";HVH SR;HSG Vegesack/Hammersbeck;;;;;;
Sun.;24.09.2017;14:45;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;210016;LK F KRAGE;Landesklasse F KRAGE;SG Arbergen-Mahndorf;LTS Bremerhaven;="0:0";="0:0";Mügge Holger;TuS Komet Arsten;Tjardes André;TuS Komet Arsten;;;;
Sun.;24.09.2017;15:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;331015;BrL MJC;Bremenliga MJC;SV Werder Bremen;VSK Osterholz-Scharmbeck;="0:0";="0:0";SG Buntentor/Neustadt SR;SG Buntentor/Neustadt;;;;;;
Sun.;24.09.2017;15:00;606108;Schwanewede, Heideschule;210017;LK F KRAGE;Landesklasse F KRAGE;HSG Schwanewede/Nk.;TuSG Ritterhude;="0:0";="0:0";Lichtenberg Marcel;SG HC Bremen/Hastedt;;;;;;
Sun.;24.09.2017;15:00;101130;Bremen-Hastedt, VH Hastedter TSV;143020;VR OL MJB;Vor. Oberliga MJB Nord;SG HC Bremen/Hastedt;HG Jever/Schortens;="0:0";="0:0";Bursky Marius;TSV Altenwalde;Schäfer Björn;HSG Schwanewede/Neuenkirchen;;;;
Sun.;24.09.2017;15:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;442008;Vor WJD;Vorrunde B WJD;ATSV Habenhausen;SG HC Bremen/Hastedt;="0:0";="0:0";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Sun.;24.09.2017;15:30;101121;Bremen-Hemelingen, Wilhelm-Olbers-Schule Drebberstr.;111017;BrL M;Bremenliga M;SV Hemelingen;SVGO Bremen II;="0:0";="0:0";Kutzschbauch Ulrich;SG Findorff;Vial Karsten;SG Findorff;;;;
Sun.;24.09.2017;15:30;606107;Grasberg, SH;452012;V wE;Vorrunde B WJE;HV Grasberg;SG HC Bremen/Hastedt;="0:0";="0:0";HV Grasberg von 2010 SR;Handballverein Grasberg 2010 e.V.;;;;;;
Sun.;24.09.2017;15:40;101160;Bremen-Lesum, VH Lesum/St. Magnus;211012;BrL F;Bremenliga F;HSG Lesum/St.Magnus;Bremen 1860;="0:0";="0:0";Mattke Michael;SVGO Bremen;;;;;;
Sun.;24.09.2017;15:40;101165;Bremen-Aumund, Oberschule Lerchenstrasse;431022;BrL WJC;Bremenliga WJC;HSG Vegesack/Hammersbeck;TuSG Ritterhude;="0:0";="0:0";Franke André;TSV Farge-Rekum;;;;;;
Sun.;24.09.2017;16:00;606101;Osterholz-Scharmbeck, KSH;321015;BrL MJB;Bremenliga MJB ;VSK Osterholz-Scharmbeck;SVGO Bremen;="0:0";="0:0";TuSG Ritterhude SR;TuSG Ritterhude;;;;;;
Sun.;24.09.2017;16:00;101113;Bremen-Woltmershausen, MZH Roter Sand;176015;LL WJB;Landesliga WJB Ost;TS Woltmershausen;SG Adendorf/Scharnebeck;="0:0";="0:0";Ahlf Fabian;VfL Horneburg;Hebestreit Marcel;TUS Jahn Hollenstedt;;;;
Sun.;24.09.2017;16:00;101166;Bremen-Farge, Vereinshalle TSV Farge-Rekum;131016;StL B M;Stadtliga B M;TSV Farge-Rekum II;HV Grasberg II;="0:0";="0:0";HSG Schwanewede/Neuenkirchen SR;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;24.09.2017;16:15;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;108015;LL F;Landesliga F Bremen;TuS Komet Arsten;SG HC Bremen/Hastedt;="0:0";="0:0";Voigts Steffen;ATSV Habenhausen;Wendt Jan-Hendrik;ATSV Habenhausen;;;;
Sun.;24.09.2017;16:30;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;211013;BrL F;Bremenliga F;SG Arbergen-Mahndorf II;SVGO Bremen II;="0:0";="0:0";Hellmig Mirco;TS Woltmershausen;;;;;;
Sun.;24.09.2017;16:45;101130;Bremen-Hastedt, VH Hastedter TSV;351011;V mE;Vorrunde A MJE;SG HC Bremen/Hastedt;ATSV Habenhausen;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;24.09.2017;17:00;101131;Bremen-Hulsberg, VH SV Werder II Hemelinger Str.;111019;BrL M;Bremenliga M;SV Werder Bremen;TV Lilienthal;="0:0";="0:0";Pomorski Peter;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;24.09.2017;17:00;813024;Delmenhorst, SH Am Stadion ;111018;BrL M;Bremenliga M;HSG Delmenhorst III;VSK Osterholz-Scharmbeck;="0:0";="0:0";Pomorski Florian;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;24.09.2017;17:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;321016;BrL MJB;Bremenliga MJB ;SV Werder Bremen;HSG Delmenhorst II;="0:0";="0:0";SG Buntentor/Neustadt SR;SG Buntentor/Neustadt;;;;;;
Sun.;24.09.2017;17:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;331016;BrL MJC;Bremenliga MJC;ATSV Habenhausen;TV Lilienthal;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sun.;24.09.2017;17:00;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;121019;StL A M;Stadtliga A M;SG Arbergen-Mahndorf II;HSG Lesum/St.Magnus II;="0:0";="0:0";SC Weyhe SR;SC Weyhe;;;;;;
Sun.;24.09.2017;17:00;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;231007;StL B F;Stadtliga B F;SG Findorff IV;HSG Vegesack/Hammersbeck II;="0:0";="0:0";Grieme Jens;ATSV Habenhausen;;;;;;
Sun.;24.09.2017;17:00;606108;Schwanewede, Heideschule;143022;VR OL MJB;Vor. Oberliga MJB Nord;HSG Schwanewede/Nk.;TV Oyten;="0:0";="0:0";Friemert Eike Julian;VfL Horneburg;Löhden Yannik;VfL Horneburg;;;;
Sun.;24.09.2017;17:00;606107;Grasberg, SH;352012;V mE;Vorrunde B MJE;HV Grasberg;ATSV Habenhausen II;="0:0";="0:0";HV Grasberg von 2010 SR;Handballverein Grasberg 2010 e.V.;;;;;;
Sun.;24.09.2017;17:20;101165;Bremen-Aumund, Oberschule Lerchenstrasse;211014;BrL F;Bremenliga F;HSG Vegesack/Hammersbeck;SG Findorff II;="0:0";="0:0";Wruck Tobias;HSG Lesum/St.Magnus;Semmler Reent;HSG Lesum/St.Magnus;;;;
Sun.;24.09.2017;17:40;101113;Bremen-Woltmershausen, MZH Roter Sand;211015;BrL F;Bremenliga F;TS Woltmershausen II;HSG Delmenhorst II;="0:0";="0:0";Rannenberg Marcus;SVGO Bremen;;;;;;
Sun.;24.09.2017;18:15;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;210019;LK F KRAGE;Landesklasse F KRAGE;TuS Komet Arsten II;HSG Mittelweser/Eystrup;="0:0";="0:0";Lichtenberg Marcel;SG HC Bremen/Hastedt;;;;;;
Sun.;24.09.2017;18:30;101130;Bremen-Hastedt, VH Hastedter TSV;221006;StL A F;Stadtliga A F;SG HC Bremen/Hastedt II;ATSV Habenhausen III;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sun.;24.09.2017;18:30;606107;Grasberg, SH;231008;StL B F;Stadtliga B F;HV Grasberg;TuS Tarmstedt II;="0:0";="0:0";Sell Jana;ATSV Habenhausen;;;;;;
Sun.;24.09.2017;19:20;101113;Bremen-Woltmershausen, MZH Roter Sand;121020;StL A M;Stadtliga A M;TS Woltmershausen II;SG Buntentor/Neustadt II;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sun.;24.09.2017;19:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;111020;BrL M;Bremenliga M;SVGO Bremen III;HSG Vegesack/Hammersbeck;="0:0";="0:0";Hörner Marlin;HSG Delmenhorst;Hörner Nils;HSG Delmenhorst;;;;
Tue.;26.09.2017;17:30;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;352015;V mE;Vorrunde B MJE;SV Werder Bremen;HV Grasberg;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Tue.;26.09.2017;17:30;606106;Lilienthal-Falkenberg, Schoofmoor II;443009;Vor WJD;Vorrunde C WJD;TV Lilienthal;TuS Komet Arsten II;="0:0";="0:0";TV Lilienthal SR;TV Lilienthal;;;;;;
Tue.;26.09.2017;20:15;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;165018;LL WJA;Landesliga WJA Nord;TuS Komet Arsten;SG Findorff;="0:0";="0:0";Schweier Jan;spielfrei;;;;;;
Wed.;27.09.2017;16:15;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;342015;Vor MJD;Vorrunde B MJD;ATSV Habenhausen;TuS Komet Arsten wD III;="0:0";="0:0";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Wed.;27.09.2017;19:30;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;163014;VR OL WJA;Vor. Oberliga WJA Nord;SV Werder Bremen;TuSG Ritterhude;="0:0";="0:0";Kahler Fabian;TV Neerstedt;Witte Marcel;TV Neerstedt;;;;
Thu.;28.09.2017;16:30;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;443013;V wE;Vorrunde C WJE;SG Arbergen-Mahndorf;SV Werder Bremen II;="0:0";="0:0";SG Arbergen-Mahndorf SR;SG Arbergen-Mahndorf;;;;;;
Thu.;28.09.2017;18:00;606102;Osterholz-Scharmbeck, August-Schlüter-Halle;321017;BrL MJB;Bremenliga MJB ;VSK Osterholz-Scharmbeck;TV Lilienthal;="0:0";="0:0";TuS Tarmstedt SR;TuS Tarmstedt;;;;;;
Thu.;28.09.2017;18:00;813028;Delmenhorst, SH Am Wehrhahn ;441010;Vor WJD;Vorrunde A WJD;HSG Delmenhorst;VSK Osterholz-Scharmbeck;="0:0";="0:0";HSG Delmenhorst SR;HSG Delmenhorst;;;;;;
Thu.;28.09.2017;18:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;443010;Vor WJD;Vorrunde C WJD;SVGO Bremen;TS Woltmershausen;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Thu.;28.09.2017;18:30;101104;Bremen-Kattenesch, Gymnasium Obervieland;187021;VR OL WJC;Vorrunde OL WJC Mitte;ATSV Habenhausen;HSG Heidmark;="0:0";="0:0";Ahlf Fabian;VfL Horneburg;Hebestreit Marcel;TUS Jahn Hollenstedt;;;;
Thu.;28.09.2017;20:15;101130;Bremen-Hastedt, VH Hastedter TSV;143024;VR OL MJB;Vor. Oberliga MJB Nord;SG HC Bremen/Hastedt;VfL Fredenbeck;="0:0";="0:0";Eilers Max;TSV Großenkneten;Jandt Phillip;TSG Hatten-Sandkrug;;;;
Fri.;29.09.2017;16:30;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;443009;V wE;Vorrunde C WJE;ATSV Habenhausen;HSG Delmenhorst II;="0:0";="0:0";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Sat.;30.09.2017;10:00;606108;Schwanewede, Heideschule;352013;V mE;Vorrunde B MJE;HSG Schwanewede/Nk.;SVGO Bremen;="0:0";="0:0";HSG Schwanewede/Neuenkirchen SR;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;30.09.2017;10:30;101101;Leeste, Kooperative Gesamtschule Leeste I;342013;Vor MJD;Vorrunde B MJD;SC Weyhe;TuS Komet Arsten;="0:0";="0:0";SC Weyhe SR;SC Weyhe;;;;;;
Sat.;30.09.2017;11:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;343013;Vor MJD;Vorrunde C MJD;TuS Komet Arsten II;SG HC Bremen/Hastedt;="0:0";="0:0";TuS Komet Arsten SR;TuS Komet Arsten;;;;;;
Sat.;30.09.2017;11:00;101184;Ritterhude, SZ;353013;V mE;Vorrunde C MJE;TuSG Ritterhude;VSK Osterholz-Scharmbeck;="0:0";="0:0";TuSG Ritterhude SR;TuSG Ritterhude;;;;;;
Sat.;30.09.2017;11:30;606108;Schwanewede, Heideschule;354013;V mE;Vorrunde D MJE;HSG Schwanewede/Nk. II;SG Findorff;="0:0";="0:0";HSG Schwanewede/Neuenkirchen SR;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;30.09.2017;12:00;606105;Lilienthal-Falkenberg, Schoofmoor I;452013;V wE;Vorrunde B WJE;TV Lilienthal;TuS Komet Arsten II;="0:0";="0:0";TV Lilienthal SR;TV Lilienthal;;;;;;
Sat.;30.09.2017;12:30;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;451013;V wE;Vorrunde A WJE;TuS Komet Arsten;HSG Delmenhorst;="0:0";="0:0";TuS Komet Arsten SR;TuS Komet Arsten;;;;;;
Sat.;30.09.2017;13:00;101131;Bremen-Hulsberg, VH SV Werder II Hemelinger Str.;174025;VR OL WJB;Vor. Oberliga WJB West;SV Werder Bremen;SG Neuenhaus/Uelsen;="0:0";="0:0";Schweier Jan;spielfrei;;;;;;
Sat.;30.09.2017;13:00;606108;Schwanewede, Heideschule;451014;V wE;Vorrunde A WJE;HSG Schwanewede/Nk.;JMSG Bremen-Nord;="0:0";="0:0";HSG Schwanewede/Neuenkirchen SR;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;30.09.2017;13:15;606105;Lilienthal-Falkenberg, Schoofmoor I;451015;V wE;Vorrunde A WJE;TV Lilienthal II;SVGO Bremen;="0:0";="0:0";TV Lilienthal SR;TV Lilienthal;;;;;;
Sat.;30.09.2017;14:00;101130;Bremen-Hastedt, VH Hastedter TSV;452014;V wE;Vorrunde B WJE;SG HC Bremen/Hastedt;SV Werder Bremen;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sat.;30.09.2017;14:00;813024;Delmenhorst, SH Am Stadion ;187019;VR OL WJC;Vorrunde OL WJC Mitte;HSG Delmenhorst;HSG Nienburg;="0:0";="0:0";Görler Ole;HSG Mittelweser/Eystrup;Wallat Markus;HSG Mittelweser/Eystrup;;;;
Sat.;30.09.2017;14:20;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;341013;Vor MJD;Vorrunde A MJD;SG Findorff;SG Arbergen-Mahndorf;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sat.;30.09.2017;14:30;101160;Bremen-Lesum, VH Lesum/St. Magnus;351013;V mE;Vorrunde A MJE;HSG Lesum/St.Magnus II;SG HC Bremen/Hastedt;="0:0";="0:0";HSG Lesum/St. Magnus SR;HSG Lesum/St.Magnus;;;;;;
Sat.;30.09.2017;14:30;606108;Schwanewede, Heideschule;452015;V wE;Vorrunde B WJE;HSG Schwanewede/Nk. II;HV Grasberg;="0:0";="0:0";HSG Schwanewede/Neuenkirchen SR;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;30.09.2017;14:30;606105;Lilienthal-Falkenberg, Schoofmoor I;354014;V mE;Vorrunde D MJE;TV Lilienthal;TuS Komet Arsten;="0:0";="0:0";TV Lilienthal SR;TV Lilienthal;;;;;;
Sat.;30.09.2017;15:00;101131;Bremen-Hulsberg, VH SV Werder II Hemelinger Str.;221007;StL A F;Stadtliga A F;SV Werder Bremen IV;TuS Komet Arsten III;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sat.;30.09.2017;15:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;342014;Vor MJD;Vorrunde B MJD;SVGO Bremen;HSG Schwanewede/Nk.;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sat.;30.09.2017;15:40;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;431023;BrL WJC;Bremenliga WJC;SG Findorff;TuS Komet Arsten II;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sat.;30.09.2017;15:45;606105;Lilienthal-Falkenberg, Schoofmoor I;343014;Vor MJD;Vorrunde C MJD;TV Lilienthal;SV Werder Bremen;="0:0";="0:0";TV Lilienthal SR;TV Lilienthal;;;;;;
Sat.;30.09.2017;16:00;101113;Bremen-Woltmershausen, MZH Roter Sand;343015;Vor MJD;Vorrunde C MJD;TS Woltmershausen;HV Grasberg;="0:0";="0:0";TS Woltmershausen SR;TS Woltmershausen;;;;;;
Sat.;30.09.2017;16:00;101160;Bremen-Lesum, VH Lesum/St. Magnus;353015;V mE;Vorrunde C MJE;HSG Lesum/St.Magnus;SV Werder Bremen II;="0:0";="0:0";HSG Lesum/St. Magnus SR;HSG Lesum/St.Magnus;;;;;;
Sat.;30.09.2017;17:00;101130;Bremen-Hastedt, VH Hastedter TSV;108019;LL F;Landesliga F Bremen;SG HC Bremen/Hastedt;TSV Morsum;="0:0";="0:0";Mechau Volker;HSG Schwanewede/Neuenkirchen;Mechau Annika;HSG Schwanewede/Neuenkirchen;;;;
Sat.;30.09.2017;17:00;101108;Bremen-Neustadt, Bezirkssportanlage Süd;221008;StL A F;Stadtliga A F;SG Buntentor/Neustadt II;SG HC Bremen/Hastedt II;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sat.;30.09.2017;17:10;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;17004;RL WJB;ROL wJB N;SG Findorff;SVGO Bremen II;="0:0";="0:0";TS Woltmershausen SR;TS Woltmershausen;;;;;;
Sat.;30.09.2017;17:15;813024;Delmenhorst, SH Am Stadion ;341014;Vor MJD;Vorrunde A MJD;HSG Delmenhorst;SG HC Bremen/Hastedt II;="0:0";="0:0";HSG Delmenhorst SR;HSG Delmenhorst;;;;;;
Sat.;30.09.2017;17:20;101160;Bremen-Lesum, VH Lesum/St. Magnus;341015;Vor MJD;Vorrunde A MJD;JMSG Bremen-Nord;HSG Schwanewede/Nk. II;="0:0";="0:0";HSG Lesum/St. Magnus SR;HSG Lesum/St.Magnus;;;;;;
Sat.;30.09.2017;19:00;101108;Bremen-Neustadt, Bezirkssportanlage Süd;200019;LK M KRAGE;Landesklasse M KRAGE;SG Buntentor/Neustadt;HSG Lesum/St.Magnus;="0:0";="0:0";Bates Ulrich;TSV Farge-Rekum;Lübbert Robin;TSV Farge-Rekum;;;;
Sat.;30.09.2017;19:00;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;106029;LL M;Landesliga M Bremen;SVGO Bremen;TV Sottrum;="0:0";="0:0";Stammer Jens;Hagener SV;Stammer Jens Benjamin;TSV Otterndorf;;;;
Sat.;30.09.2017;19:00;606108;Schwanewede, Heideschule;103032;OL M;Oberliga M Nordsee;HSG Schwanewede/Nk.;Elsflether TB;="0:0";="0:0";Bohmbach Carsten;VfL Rastede;Meyer Marco;VfL Rastede;;;;
Sat.;30.09.2017;19:15;813024;Delmenhorst, SH Am Stadion ;105032;VL M;Verbandsliga M Nordsee;HSG Delmenhorst;HSG Bützfleth/Drochtersen;="0:0";="0:0";Schwarze Maximilian;SG SV Friedrichsfehn/TuS Petersfehn;Von Der Linde Björn;SG SV Friedrichsfehn/TuS Petersfehn;;;;
Sat.;30.09.2017;19:30;101130;Bremen-Hastedt, VH Hastedter TSV;106030;LL M;Landesliga M Bremen;SG HC Bremen/Hastedt II;HSG Delmenhorst II;="0:0";="0:0";Bursky Marius;TSV Altenwalde;Schäfer Björn;HSG Schwanewede/Neuenkirchen;;;;
Sun.;01.10.2017;09:45;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;352014;V mE;Vorrunde B MJE;ATSV Habenhausen II;TuS Komet Arsten II;="0:0";="0:0";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Sun.;01.10.2017;11:15;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;351014;V mE;Vorrunde A MJE;ATSV Habenhausen;HSG Stedingen 2016;="0:0";="0:0";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Sun.;01.10.2017;12:45;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;443015;V wE;Vorrunde C WJE;ATSV Habenhausen;TuSG Ritterhude;="0:0";="0:0";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Sun.;01.10.2017;13:00;101130;Bremen-Hastedt, VH Hastedter TSV;442009;Vor WJD;Vorrunde B WJD;SG HC Bremen/Hastedt;SG Arbergen-Mahndorf;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;01.10.2017;14:00;101166;Bremen-Farge, Vereinshalle TSV Farge-Rekum;354015;V mE;Vorrunde D MJE;TSV Farge-Rekum;TS Woltmershausen II;="0:0";="0:0";TSV Farge-Rekum SR;TSV Farge-Rekum;;;;;;
Sun.;01.10.2017;15:00;813024;Delmenhorst, SH Am Stadion ;108020;LL F;Landesliga F Bremen;HSG Delmenhorst;VfL Stade II;="0:0";="0:0";Dettloff Horst-Uwe;HSG Stedingen 2016;Grow Markus;HSG Stedingen 2016;;;;
Sun.;01.10.2017;15:00;606107;Grasberg, SH;442010;Vor WJD;Vorrunde B WJD;HV Grasberg;ATSV Habenhausen;="0:0";="0:0";HV Grasberg von 2010 SR;Handballverein Grasberg 2010 e.V.;;;;;;
Sun.;01.10.2017;16:00;101184;Ritterhude, SZ;163015;VR OL WJA;Vor. Oberliga WJA Nord;TuSG Ritterhude;TSG Hatten-Sandkrug;="0:0";="0:0";Korsch Stefan;TV Langen;Reinke Stephan;TV Langen;;;;
Sun.;01.10.2017;17:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;221009;StL A F;Stadtliga A F;ATSV Habenhausen III;SG Findorff III;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sat.;07.10.2017;16:00;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;111006;BrL M;Bremenliga M;SVGO Bremen III;TV Lilienthal;="0:0";="0:0";Bartsch Christian;SG HC Bremen/Hastedt;Krause Andreas;SG HC Bremen/Hastedt;;;;
Sat.;07.10.2017;19:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;106033;LL M;Landesliga M Bremen;ATSV Habenhausen III;SG Achim/Baden II;="0:0";="0:0";Dylla Frank;SV Werder Bremen;Zapff Alexander;SV Werder Bremen;;;;
Sat.;07.10.2017;19:15;813024;Delmenhorst, SH Am Stadion ;105035;VL M;Verbandsliga M Nordsee;HSG Delmenhorst;TvdH Oldenburg;="0:0";="0:0";Kahler Fabian;TV Neerstedt;Witte Marcel;TV Neerstedt;;;;
Sun.;08.10.2017;14:00;101168;Lemwerder, Sport- und Freizeitzentrum Lemwerder;17005;RL WJB;ROL wJB N;HSG Stedingen 2016;Jugendhandball Wümme II;="0:0";="0:0";SC Weyhe SR;SC Weyhe;;;;;;
Sun.;08.10.2017;15:30;101168;Lemwerder, Sport- und Freizeitzentrum Lemwerder;351015;V mE;Vorrunde A MJE;HSG Stedingen 2016;HSG Delmenhorst;="0:0";="0:0";HSG Stedingen SR;HSG Stedingen 2016;;;;;;
Sat.;14.10.2017;14:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;1;POK F;R2G05;SV Werder Bremen II;HSG Nienburg;="0:0";="0:0";Hustedt Volkmar;TSV Daverden;;;;;;
Sat.;14.10.2017;14:50;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;2;POK F;R2G05;TSV Altenwalde;TV Oyten II;="0:0";="0:0";Hustedt Volkmar;TSV Daverden;;;;;;
